ECG_VALUE,ECG_TIME,BPM_VALUE,BPM_TIME,AUX_VALUE,AUX_TIME,PPG_VALUE,PPG_TIME
2188,886251,152.89208,886251,51,886251,64205,886249,
2109,886259,152.73832,886259,51,886259,64181,886259,
2134,886261,152.8152,886261,51,886261,64181,886259,
2054,886279,152.35392,886279,51,886279,64190,886279,
2115,886281,152.35392,886281,51,886281,64186,886282,
2210,886287,152.50768,886287,51,886287,64220,886287,
2104,886319,152.50768,886319,52,886319,64223,886317,
2060,886337,152.73832,886337,51,886337,64189,886336,
2208,886371,152.89208,886371,52,886371,64182,886372,
2171,886377,152.73832,886377,52,886377,64182,886372,
2213,886379,152.73832,886379,52,886379,64214,886379,
2214,886391,152.89208,886391,52,886391,64219,886391,
2138,886397,152.8152,886397,51,886397,64219,886391,
2080,886429,152.27704,886429,51,886429,64240,886429,
2021,886431,152.4308,886431,51,886431,64216,886431,
1822,886439,152.0464,886439,51,886439,64254,886439,
1935,886479,151.50824,886479,51,886479,64193,886479,
2058,886487,151.2776,886487,51,886487,64185,886481,
2016,886489,151.43136,886489,51,886489,64170,886489,
2130,886541,150.81632,886541,51,886541,64218,886539,
2107,886549,150.58568,886549,51,886549,64243,886549,
2083,886551,150.58568,886551,52,886551,64243,886549,
2167,886567,150.58568,886567,51,886567,64228,886567,
2118,886569,150.58568,886569,51,886569,64256,886569,
2056,886571,150.5088,886571,51,886571,64256,886569,
1969,886575,150.5088,886575,51,886575,64256,886569,
1966,886577,150.5088,886577,51,886577,64224,886577,
1990,886579,150.5088,886579,51,886579,64265,886580,
2067,886591,150.43192,886591,51,886591,64233,886589,
1976,886659,150.04752,886659,50,886659,64207,886659,
2027,886661,150.04752,886661,51,886661,64207,886659,
2141,886669,149.66312,886669,52,886669,64223,886669,
2133,886687,149.50936,886687,51,886687,64199,886687,
1994,886691,149.58624,886691,51,886691,64213,886689,
1914,886695,149.50936,886695,51,886695,64213,886689,
2125,886709,149.43248,886709,51,886709,64207,886709,
1933,886717,149.43248,886717,51,886717,64195,886718,
1956,886719,149.27872,886719,51,886719,64195,886718,
2005,886741,149.04808,886741,51,886741,64212,886742,
2077,886745,148.9712,886745,51,886745,64212,886742,
2028,886761,149.04808,886761,51,886761,64194,886762,
2101,886767,148.89432,886767,51,886767,64194,886762,
2147,886791,148.43304,886791,51,886791,64249,886792,
2129,886809,148.5868,886809,51,886809,64203,886809,
2114,886811,148.27928,886811,51,886811,64235,886812,
2150,886817,148.43304,886817,52,886817,64250,886817,
2184,886819,148.35616,886819,51,886819,64250,886817,
1892,886837,148.27928,886837,51,886837,64214,886831,
2033,886841,148.04864,886841,51,886841,64224,886841,
2078,886867,147.818,886867,52,886867,64251,886861,
1980,886871,147.74112,886871,51,886871,64249,886871,
1826,886877,147.818,886877,51,886877,64249,886871,
1897,886881,147.818,886881,51,886881,64244,886881,
2041,886887,147.818,886887,52,886887,64244,886881,
2065,886889,147.74112,886889,52,886889,64259,886889,
2066,886901,147.74112,886901,52,886901,64229,886901,
2035,886909,147.51048,886909,51,886909,64261,886909,
2537,886971,147.0492,886971,52,886971,64215,886971,
3246,886981,146.89544,886981,52,886981,64226,886981,
2504,886991,146.89544,886991,51,886991,64221,886991,
1402,886997,146.81856,886997,51,886997,64221,886991,
1235,887011,146.81856,887011,51,887011,64236,887011,
1745,887017,146.81856,887017,51,887017,64236,887011,
1856,887019,146.74168,887019,52,887019,64224,887019,
2072,887039,146.43416,887039,52,887039,64222,887040,
2118,887041,146.43416,887041,51,887041,64222,887040,
1932,887056,146.20352,887056,51,887056,64224,887050,
2017,887059,146.28040000000001,887059,51,887059,64226,887060,
2180,887067,146.12664,887067,51,887067,64237,887068,
1982,887077,146.12664,887077,51,887077,64222,887070,
2050,887079,145.97288,887079,52,887079,64212,887079,
2158,887121,145.81912,887121,51,887121,64206,887119,
2267,887145,145.896,887145,52,887145,64185,887139,
2115,887151,145.896,887151,51,887151,64211,887149,
2099,887155,146.20352,887155,53,887155,64211,887149,
2199,887159,145.896,887159,52,887159,64228,887159,
2237,887161,145.97288,887161,52,887161,64228,887159,
2216,887165,145.97288,887165,52,887165,64228,887159,
2213,887179,146.12664,887179,52,887179,64198,887179,
2282,887185,146.35728,887185,52,887185,64198,887179,
2259,887211,146.12664,887211,52,887211,64219,887212,
2119,887219,146.20352,887219,51,887219,64254,887219,
2099,887241,145.896,887241,50,887241,64270,887239,
2088,887245,145.896,887245,51,887245,64215,887246,
2040,887247,145.74224,887247,50,887247,64215,887246,
1896,887261,145.66536,887261,50,887261,64242,887262,
1830,887269,145.58848,887269,50,887269,64253,887269,
2041,887327,144.3584,887327,50,887327,64276,887321,
1993,887329,144.58904,887329,51,887329,64263,887329,
2018,887351,143.974,887351,51,887351,64249,887351,
1968,887357,143.974,887357,51,887357,64249,887351,
2009,887359,143.89712,887359,51,887359,64280,887359,
2075,887401,143.28208,887401,51,887401,64204,887401,
2097,887409,143.2052,887409,52,887409,64208,887409,
1991,887411,143.2052,887411,52,887411,64189,887411,
2082,887417,143.28208,887417,52,887417,64189,887411,
1982,887459,142.89768,887459,51,887459,64248,887459,
2056,887461,142.89768,887461,52,887461,64235,887461,
2110,887467,143.05144,887467,52,887467,64235,887461,
2012,887471,142.66704000000001,887471,51,887471,64253,887471,
2090,887477,142.89768,887477,51,887477,64253,887471,
2157,887479,142.59016,887479,52,887479,64239,887479,
2087,887499,142.59016,887499,52,887499,64240,887500,
2124,887521,142.4364,887521,51,887521,64267,887521,
1933,887531,142.12888,887531,51,887531,64245,887530,
1917,887536,142.12888,887536,51,887536,64245,887530,
2279,887547,142.052,887547,51,887547,64251,887540,
2207,887549,142.12888,887549,51,887549,64254,887549,
1998,887557,141.89824,887557,51,887557,64246,887557,
2024,887559,141.89824,887559,51,887559,64214,887559,
2000,887575,141.6676,887575,51,887575,64249,887569,
2089,887581,141.6676,887581,51,887581,64264,887579,
1952,887639,141.20632,887639,52,887639,64241,887639,
1975,887641,141.20632,887641,52,887641,64241,887639,
2123,887645,141.20632,887645,51,887645,64241,887639,
2192,887647,140.74504,887647,50,887647,64240,887647,
2228,887649,140.97568,887649,51,887649,64251,887649,
2018,887671,140.8988,887671,51,887671,64235,887672,
1990,887675,140.82192,887675,51,887675,64235,887672,
2061,887677,140.82192,887677,51,887677,64235,887672,
1970,887697,140.74504,887697,51,887697,64247,887692,
2006,887721,140.28376,887721,51,887721,64263,887722,
2025,887729,140.43752,887729,52,887729,64281,887729,
1956,887731,140.43752,887731,52,887731,64275,887732,
2141,887749,140.05312,887749,51,887749,64289,887747,
2127,887771,139.97624,887771,51,887771,64271,887771,
2118,887781,139.97624,887781,51,887781,64289,887781,
2105,887787,139.97624,887787,51,887787,64289,887781,
2081,887789,139.82248,887789,52,887789,64280,887789,
2339,887807,139.82248,887807,52,887807,64284,887801,
2488,887809,139.59184,887809,51,887809,64298,887809,
1157,887841,139.20744,887841,51,887841,64278,887841,
1233,887847,139.3612,887847,51,887847,64278,887841,
2146,887889,138.9768,887889,51,887889,64237,887889,
2059,887897,139.05368,887897,51,887897,64245,887891,
2109,887899,138.9768,887899,52,887899,64258,887899,
2067,887911,138.82304,887911,51,887911,64235,887911,
2187,887949,138.5924,887949,51,887949,64282,887950,
2101,887951,138.51552,887951,51,887951,64282,887950,
1992,887955,138.51552,887955,52,887955,64282,887950,
2057,887959,138.36176,887959,51,887959,64256,887960,
2123,887971,138.43864,887971,52,887971,64246,887970,
1983,887976,138.28488,887976,52,887976,64246,887970,
2130,887999,138.5924,887999,52,887999,64211,887999,
2168,888001,138.5924,888001,52,888001,64211,887999,
2205,888009,138.74616,888009,52,888009,64289,888009,
2136,888011,138.89992,888011,52,888011,64289,888009,
2063,888015,138.5924,888015,53,888015,64289,888009,
2079,888017,138.82304,888017,51,888017,64265,888017,
2138,888019,138.82304,888019,52,888019,64305,888019,
2128,888037,138.89992,888037,52,888037,64243,888037,
2303,888045,139.05368,888045,51,888045,64292,888039,
2293,888047,138.89992,888047,52,888047,64234,888047,
1981,888077,138.28488,888077,50,888077,64247,888077,
1946,888089,138.5924,888089,51,888089,64245,888089,
1902,888091,138.51552,888091,51,888091,64245,888089,
1826,888095,138.51552,888095,50,888095,64245,888089,
1925,888109,137.8236,888109,50,888109,64261,888109,
1907,888141,137.74672,888141,50,888141,64253,888142,
2001,888199,136.97792,888199,51,888199,64306,888197,
2035,888201,136.74728,888201,51,888201,64261,888202,
2149,888207,136.90104,888207,51,888207,64261,888202,
2060,888211,136.74728,888211,51,888211,64269,888211,
1969,888229,136.59352,888229,51,888229,64285,888229,
1914,888231,136.6704,888231,51,888231,64288,888231,
2080,888237,136.6704,888237,52,888237,64288,888231,
2154,888239,136.74728,888239,50,888239,64287,888239,
1992,888271,136.51664,888271,52,888271,64293,888271,
2094,888287,136.43976,888287,52,888287,64291,888281,
2045,888289,136.36288,888289,52,888289,64309,888289,
1985,888291,136.20912,888291,52,888291,64302,888291,
2081,888311,136.13224,888311,51,888311,64250,888311,
2142,888391,135.67096,888391,51,888391,64275,888391,
1985,888401,135.36344,888401,51,888401,64294,888401,
2057,888407,135.44032,888407,51,888407,64294,888401,
2169,888451,135.1328,888451,52,888451,64254,888449,
2109,888455,135.1328,888455,51,888455,64254,888449,
2136,888459,135.28656,888459,52,888459,64234,888459,
2164,888461,135.05592,888461,51,888461,64234,888459,
2128,888469,135.05592,888469,50,888469,64309,888469,
2085,888471,135.05592,888471,51,888471,64309,888469,
2043,888475,135.05592,888475,52,888475,64309,888469,
2123,888489,134.7484,888489,51,888489,64281,888489,
2044,888497,134.7484,888497,51,888497,64266,888497,
1997,888537,134.59464,888537,51,888537,64266,888537,
2059,888547,134.44088,888547,52,888547,64261,888547,
2033,888549,134.51776,888549,52,888549,64267,888549,
2022,888571,134.21024,888571,51,888571,64278,888569,
2220,888581,134.21024,888581,52,888581,64272,888582,
2111,888589,133.9796,888589,51,888589,64303,888587,
2016,888591,134.13336,888591,51,888591,64266,888592,
2957,888615,133.9796,888615,52,888615,64220,888612,
1062,888639,133.67208,888639,51,888639,64310,888637,
1531,888649,133.44144,888649,51,888649,64289,888649,
1997,888661,133.51832,888661,51,888661,64273,888661,
2126,888701,133.2108,888701,51,888701,64322,888701,
2212,888707,133.36456,888707,52,888707,64322,888701,
2178,888709,133.05704,888709,51,888709,64317,888709,
2217,888727,133.05704,888727,51,888727,64311,888721,
2133,888751,132.90328,888751,51,888751,64309,888751,
2036,888761,132.90328,888761,52,888761,64326,888761,
2108,888767,132.90328,888767,52,888767,64326,888761,
2153,888777,132.90328,888777,51,888777,64290,888771,
2155,888779,132.90328,888779,52,888779,64273,888779,
2210,888811,133.36456,888811,52,888811,64287,888811,
2242,888821,133.36456,888821,52,888821,64287,888821,
2243,888841,133.51832,888841,52,888841,64273,888841,
2182,888847,133.44144,888847,52,888847,64273,888841,
1968,888879,133.44144,888879,51,888879,64317,888880,
2072,888885,133.36456,888885,51,888885,64317,888880,
1912,888889,133.36456,888889,50,888889,64293,888890,
1805,888896,133.28768,888896,50,888896,64293,888890,
1821,888897,133.2108,888897,50,888897,64276,888898,
1844,888899,133.2108,888899,50,888899,64288,888900,
1870,888901,133.2108,888901,51,888901,64288,888900,
1889,888906,133.13392,888906,50,888906,64288,888900,
1755,888917,132.74952,888917,50,888917,64297,888910,
1941,888921,132.74952,888921,50,888921,64293,888919,
1876,888949,132.28824,888949,51,888949,64337,888949,
1873,888951,132.28824,888951,51,888951,64337,888949,
2177,888965,132.13448,888965,50,888965,64321,888959,
2035,888995,131.59632,888995,50,888995,64268,888989,
2109,888999,131.51944,888999,51,888999,64295,888999,
2168,889001,131.21192,889001,51,889001,64295,888999,
2012,889009,131.36568,889009,51,889009,64284,889009,
1932,889011,131.21192,889011,50,889011,64284,889009,
1899,889015,131.36568,889015,51,889015,64284,889009,
1977,889017,131.13504,889017,51,889017,64275,889017,
2129,889039,131.21192,889039,51,889039,64286,889039,
1848,889077,130.98128,889077,51,889077,64305,889072,
1885,889079,130.98128,889079,51,889079,64333,889079,
1971,889081,131.05816,889081,51,889081,64333,889079,
2123,889087,131.13504,889087,51,889087,64265,889086,
2119,889089,130.9044,889089,51,889089,64303,889089,
2153,889101,130.82752,889101,51,889101,64303,889102,
2114,889105,130.82752,889105,52,889105,64303,889102,
1944,889111,130.82752,889111,51,889111,64316,889112,
1990,889137,130.59688,889137,51,889137,64272,889132,
2118,889141,130.52,889141,51,889141,64301,889141,
2042,889159,130.59688,889159,51,889159,64319,889159,
2004,889191,129.90496,889191,51,889191,64332,889191,
1955,889199,130.21248,889199,51,889199,64346,889199,
2079,889201,130.1356,889201,50,889201,64315,889201,
2256,889207,129.90496,889207,51,889207,64315,889201,
2041,889219,129.82808,889219,51,889219,64316,889219,
2117,889221,129.82808,889221,51,889221,64328,889221,
2189,889227,129.82808,889227,51,889227,64328,889221,
2160,889251,129.59744,889251,51,889251,64259,889251,
2098,889259,129.52056,889259,51,889259,64280,889259,
2040,889271,129.67432,889271,51,889271,64282,889271,
2157,889279,129.3668,889279,52,889279,64298,889279,
1852,889297,129.28992,889297,51,889297,64305,889291,
2066,889321,129.05928,889321,51,889321,64314,889321,
2051,889351,128.90552,889351,51,889351,64307,889350,
2014,889359,128.9824,889359,51,889359,64305,889360,
2054,889361,128.90552,889361,52,889361,64305,889360,
2071,889366,128.82864,889366,52,889366,64305,889360,
2074,889391,128.67488,889391,51,889391,64278,889389,
2260,889395,128.598,889395,52,889395,64278,889389,
2408,889397,128.67488,889397,51,889397,64348,889397,
2737,889417,128.52112,889417,52,889417,64308,889417,
1904,889447,128.29048,889447,50,889447,64295,889447,
1931,889449,128.05984,889449,51,889449,64294,889449,
1907,889451,128.13672,889451,51,889451,64294,889449,
2196,889465,128.13672,889465,51,889465,64264,889459,
2062,889471,127.98295999999999,889471,51,889471,64285,889469,
1938,889475,127.98295999999999,889475,51,889475,64285,889469,
1933,889477,127.98295999999999,889477,51,889477,64277,889477,
1989,889479,127.98295999999999,889479,51,889479,64305,889479,
2234,889485,127.90608,889485,54,889485,64305,889479,
2081,889495,128.13672,889495,52,889495,64312,889489,
2155,889529,127.67544000000001,889529,51,889529,64336,889528,
2099,889559,127.52168,889559,52,889559,64322,889560,
2153,889569,127.44479999999999,889569,52,889569,64326,889570,
2080,889571,127.52168,889571,52,889571,64344,889572,
2142,889579,127.67544000000001,889579,52,889579,64326,889580,
2149,889591,127.98295999999999,889591,52,889591,64333,889592,
2068,889599,127.90608,889599,52,889599,64343,889600,
2371,889619,128.29048,889619,53,889619,64355,889620,
2092,889631,128.44424,889631,52,889631,64265,889632,
2250,889641,128.29048,889641,52,889641,64303,889642,
2241,889649,128.52112,889649,52,889649,64341,889650,
1861,889669,128.36736,889669,51,889669,64284,889670,
1874,889671,128.29048,889671,51,889671,64329,889672,
2090,889679,128.29048,889679,51,889679,64272,889680,
1835,889699,127.98295999999999,889699,51,889699,64312,889700,
1905,889701,128.05984,889701,50,889701,64313,889702,
2085,889737,127.67544000000001,889737,51,889737,64350,889738,
1952,889749,127.36792,889749,50,889749,64306,889750,
1941,889757,127.21415999999999,889757,51,889757,64357,889758,
1972,889759,127.21415999999999,889759,51,889759,64289,889760,
1979,889776,126.75288,889776,50,889776,64280,889770,
2061,889799,126.29159999999999,889799,50,889799,64327,889800,
2100,889801,126.21472,889801,50,889801,64327,889800,
2077,889821,126.06096,889821,51,889821,64327,889820,
1997,889827,126.06096,889827,51,889827,64331,889828,
